RewardSize,AnimalResponse,ToneCloudDurSec,Pupil,runSpeed,LickwrtTrialStart
2,0,0.26,0.155209142046575,0.000245695380254177,1.14945171
2,2,2.05348662876126,0.337288593445237,0.000245695380254177,2.04026262
2,2,1.03374156481945,0.162735911073232,0,1.01753157
2,0,3.06,0.178569832176675,0,3.99453384
2,0,4.3,0.389138410417715,0.000245695380254177,4.35176478
2,2,1.27668083005265,0.212260590025282,0,1.25890743
2,0,0.42,0.146479770421774,0,1.5205146
2,2,1.31667083256017,0.258857662028901,-0.000245695380254177,1.30546944
2,0,0.18,0.238578532483454,0,1.39299402
2,2,0.565858535481439,0.225784102246354,0,0.5506116
2,2,5.47263184315441,0.195646047617492,0,5.46348693
2,2,5.64258935381138,0.155893758894309,0,5.62940367
2,0,8.06,0.163940001995395,0,10.32636726
2,2,3.31517120787359,0.340183274548681,-0.00147417228152506,3.30016995
2,2,2.0084978759403,0.19236220520701,0,1.9954671
2,0,3.16,0.153971730207511,0,4.16908305
2,2,0.327918020561682,0.243878028431361,0,0.31446855
2,2,3.38515371226175,0.207124334164086,0,3.36633
2,0,1.24,0.138014281954605,0,3.30090321
2,2,1.59960010030089,0.226660483728056,-0.000245695380254177,1.58647467
2,1,1.08,0.231103037748529,0,NaN
2,0,1.06,0.185071082558938,0,1.89291069
2,2,2.98225443699847,0.248047039023459,0,2.9677032
2,0,3.54,0.241754544045925,0,4.0199313
2,0,1.42,0.662260298668112,0.0312559623022889,2.01036561
2,1,1.74,0.910127218395876,0.0697774879920746,NaN
2,2,2.12646838333749,0.47646282025016,0.000245695380254177,2.11168881
2,0,2,0.304595941150402,0,4.91924136
2,2,6.8042989266549,0.27601689297449,0,6.79282065
2,0,1.8,0.176493080959199,0,1.99870011
2,2,2.80229942571462,0.280868320278751,0,2.7887211
2,0,4.38,0.22534459941111,0,5.27453916
2,2,1.45163709102306,0.216581997663329,0,1.43295669
2,2,0.901774556544625,0.153194204326289,0,0.887844539999999
2,0,3.58,0.142513342745695,0.000228145710236021,4.4465553
2,0,0.72,0.268432903358249,-0.000228145710236021,1.48565142
2,2,0.392901774636406,0.258809962481692,0.000228145710236021,0.37439589
2,2,4.20194951347789,0.16026582131814,0,4.18331496
2,0,0.16,0.268584054268912,0,1.31693496
2,0,0.88,0.231336696572844,0,1.34909841
2,2,0.787803049398187,0.220171193783511,0,0.77308935
2,2,1.56560859816949,0.210877890063504,0.000245695380254177,1.55391126
2,0,2.54,0.190832219947441,0,3.09582372
2,2,0.349912521940819,0.259620670233124,0,0.33366663
2,0,6.32,0.253751262986199,0,7.34866506
2,2,1.31867033268554,0.236570985215744,0,1.30330299
2,0,0.5,0.201717176121791,0,1.2595407
2,2,3.1972007004764,0.309797075742776,0.000228145710236021,3.1790154
2,1,5.36,0.143609174612697,0,NaN
2,1,5.14,0.177730652918041,0,NaN
2,0,3.98,0.194095511476329,0,4.37292933
2,2,1.32466883306167,0.25226609650629,0,1.31060226
2,1,10.72,0.157996631733006,0,NaN
1,0,1.7,0.196116578130969,0,2.57860878
1,2,1.246688328172,0.307287685492106,0,1.23181014
1,0,5.38,0.169737401313877,0,7.15821744
1,0,0.54,0.204858522289979,0,0.972002789999999
1,0,0.62,0.175653261133494,0.000245695380254177,0.989434379999999
1,2,0.595851037362081,0.179700567003421,0,0.57790887
1,1,0.56,0.171709403224055,0,NaN
